Pred,group,累计里程_Pred,数据采集时间,累计里程,安时容量,平均容量,平均容量_pred,decline,decline_avg,,,,2��,,,6��,,
130.693634,171,61052.39844,2022/3/15 1:54,61052.4,129.7792929,134.9833338,133.2965508,-3.072067261,0.029281247,-0.06712914,,,-0.021764029,,,-0.012361972,,
133.8540192,172,61243.10156,2022/3/15 14:13,61243.1,134.8157182,134.9361741,133.3406853,3.160385132,0.044134545,0.07613906,,,0.051548228,,,-0.016567247,,
136.9272461,173,61460.39844,,,,,133.4328423,3.073226929,0.092156959,0.056691095,,,0.09761622,,,-0.018969286,,
133.1541138,174,61577.30078,2022/3/16 17:16,61577.3,132.5946502,135.296366,133.5598631,-3.773132324,0.127020836,0.07317631,,,0.019488577,,,-0.022130024,,
134.4289093,175,61708.30078,2022/3/17 1:49,61708.3,130.2086806,135.296366,133.474221,1.274795532,-0.085642121,0.17319062,,,0.16678259,,,-0.02471678,,
134.7019348,176,61844.30078,2022/3/17 7:48,61844.3,141.0999104,135.5510408,133.4489187,0.273025513,-0.025302309,-0.12428842,,,-0.012166798,,,-0.026941633,,
133.8251801,177,61978.10156,2022/3/17 12:05,61978.1,134.5868056,135.6168828,133.4700713,-0.876754761,0.021152655,-0.02078817,,,-0.058107648,,,-0.029535238,,
131.7866669,178,62058.80078,2022/3/17 15:27,62058.8,132.6633598,135.5575733,133.424697,-2.038513184,-0.045374365,-0.085851505,,,0.029915478,,,-0.02703676,,
129.3150635,179,62286,2022/3/18 0:25,62286,135.7993464,135.6615752,133.4425483,-2.471603394,0.017851324,-0.046400286,,,-0.04607081,,,-0.026825614,,
134.7655945,180,62453.5,2022/3/18 13:28,62453.5,130.9988426,135.5350598,133.3163304,5.450531006,-0.126217827,-0.006667441,,,0.006654259,,,-0.027250595,,
133.5704346,181,62633.89844,2022/3/19 13:00,62633.9,136.7061111,135.0639478,133.0607251,-1.195159912,-0.25560539,-0.105326466,,,-0.16681404,,,-0.025031686,,
134.4524841,182,62926.5,2022/3/20 1:57,62926.5,136.8441952,134.8872254,133.1939507,0.882049561,0.133225595,-0.21608688,,,-0.21340938,,,-0.023485908,,
128.9620667,183,63089.80078,2022/3/20 14:29,63089.8,132.280754,134.5668966,133.022474,-5.49041748,-0.171476701,0.10794626,,,0.17372736,,,-0.021629795,,
138.3626862,184,63307.69922,,,,,133.0086443,9.400619507,-0.013829617,-0.077745266,,,-0.14913025,,,-0.019757362,,
130.085556,185,63307.69922,,,,,133.0086443,-8.277130127,0,0.13111897,,,-0.007636281,,,-0.017280696,,
134.2042694,186,63485.5,2022/3/21 14:33,63485.5,137.7291667,134.2942826,133.0002284,4.118713379,-0.00841593,-0.04802673,,,0.030304536,,,-0.014391874,,
134.1406555,187,63703.60156,,,,,133.0419059,-0.063613892,0.041677475,-0.025109045,,,-0.027588261,,,-0.012461267,,
132.5658722,188,63741.69922,2022/3/22 0:40,63741.7,133.6247277,134.1877873,133.0419059,-1.574783325,0,-0.004899573,,,-0.024973845,,,-0.011936497,,
131.7565765,189,63887.60156,2022/3/22 13:44,63887.6,132.26,134.3347695,133.0077162,-0.809295654,-0.034189701,-0.010559742,,,0.025292516,,,-0.011805549,,
136.212616,190,64033.5,2022/3/23 9:46,64033.5,139.5765366,134.3207953,132.7730972,4.456039429,-0.234618996,0.053695947,,,-0.029718805,,,-0.011648851,,
130.7336731,191,64107.10156,,,,,132.7611904,-5.478942871,-0.011906768,-0.14897625,,,-0.24211751,,,-0.014126173,,
132.5589752,192,64341.5,2022/3/23 20:36,64341.5,140.9913793,134.5257254,132.7277037,1.825302124,-0.033486742,0.11644861,,,-3.24E-05,,,-0.01698065,,
131.9727173,193,64482.60156,2022/3/24 0:43,64482.6,134.1341463,134.2254484,132.6249804,-0.586257935,-0.102723223,-0.18603562,,,-0.044538565,,,-0.019702861,,
133.4037781,194,64713.10156,2022/3/24 15:23,64713.1,135.5437158,134.0103355,132.6649876,1.431060791,0.040007114,-0.2301749,,,-0.058989417,,,-0.024019463,,
133.2587891,195,64916.19922,2022/3/24 23:22,64916.2,136.6397059,134.0805742,132.7624598,-0.144989014,0.097472191,0.021986187,,,-0.03034259,,,-0.025919618,,
132.3577576,196,65034.89844,2022/3/25 12:17,65034.9,129.611485,134.2089797,132.6978425,-0.901031494,-0.064617249,0.10222465,,,0.14389458,,,-0.027362637,,
129.3565216,197,65083,2022/3/25 15:34,65083,129.2097222,134.0279662,132.7062707,-3.001235962,0.008428189,-0.06502997,,,-0.092721485,,,-0.027721459,,
137.3736572,198,65316.30078,2022/3/25 22:42,65316.3,131.2979798,133.9246749,132.6725029,8.01713562,-0.033767772,0.007933974,,,0.01461428,,,-0.0273565,,
134.2946167,199,65355,2022/3/26 0:56,65355,137.8562243,133.8940285,132.6926826,-3.079040527,0.020179681,-0.012675557,,,-0.055816293,,,-0.028043885,,
129.361084,200,65428.19922,,,,,132.6393553,-4.933532715,-0.053327319,0.014674395,,,0.012654755,,,-0.028822081,,
131.1966095,201,65572.20313,2022/3/27 12:06,65572.2,125.9180217,133.7432675,132.6428564,1.835525513,0.00350109,-0.01992776,,,-0.095121875,,,-0.029727044,,
132.3735504,202,65837.20313,2022/3/27 23:38,65837.2,138.8808685,133.6312395,132.6099024,1.176940918,-0.032953992,-0.01356162,,,0.075641125,,,-0.031106466,,
132.0273132,203,66003.20313,2022/3/28 13:31,66003.2,127.0104167,133.4247222,132.5337558,-0.346237183,-0.076146603,0.013494432,,,-0.011362809,,,-0.033153046,,
132.7599487,204,66264.10156,2022/3/29 0:16,66264.1,138.6372549,133.3178799,132.3965454,0.732635498,-0.137210369,-0.017447367,,,-0.023146851,,,-0.036473904,,
133.2999268,205,66454.60156,2022/3/29 14:37,66454.6,133.9574653,133.3532662,132.4130411,0.539978027,0.016495705,-0.2562212,,,-0.03946627,,,-0.047271784,,
128.8926086,206,66454.60156,,,,,132.4130411,-4.407318115,0,-0.034146525,,,0.032122806,,,-0.045083586,,
134.5679779,207,66641,,,,,132.3096176,5.675369263,-0.103423549,-0.021906681,,,0.003890459,,,-0.037999604,,
131.5170593,208,66783.29688,2022/3/30 1:57,66783.3,133.8107194,132.9236379,132.3096176,-3.050918579,0,-0.0715016,,,0.003813859,,,-0.03558176,,
132.5122681,209,66977.20313,2022/3/31 1:56,66977.2,133.6540638,132.8320616,132.2574384,0.99520874,-0.052179152,0.059862584,,,-0.009335826,,,-0.03403163,,
133.0668945,210,67119.29688,2022/3/31 12:41,67119.3,127.2855392,132.6754757,132.2390147,0.554626465,-0.018423757,0.05719158,,,-0.004620411,,,-0.031053543,,
132.4341736,211,67390,2022/3/31 23:14,67390,137.5553125,132.5123367,132.1264257,-0.632720947,-0.112588913,-0.067118295,,,0.012516066,,,-0.02973056,,
132.9675446,212,67552.60156,2022/4/1 12:50,67552.6,129.683642,132.3681877,132.1252692,0.533370972,-0.001156499,0.021376938,,,-0.012197407,,,-0.029281378,,
132.2910614,213,67624.10156,2022/4/1 16:36,67624.1,128.4972222,132.5087135,132.2111304,-0.676483154,0.085861206,0.07016908,,,-0.02663104,,,-0.026230386,,
132.8713074,214,67737.70313,2022/4/1 22:16,67737.7,139.5512821,132.4732563,132.2201676,0.580245972,0.009037187,0.04021418,,,-0.004771548,,,-0.021629922,,
133.3586121,215,67845,2022/4/2 16:59,67845,133.0972222,132.5152304,132.053926,0.487304688,-0.1662416,-0.004142903,,,0.1102922,,,-0.014581094,,
132.7583923,216,68065.10156,2022/4/3 0:38,68065.1,132.7736486,132.3174158,132.1088298,-0.600219727,0.054903715,-0.10061751,,,-0.18308023,,,-0.009610074,,
131.0700684,217,68083.70313,2022/4/3 2:00,68083.7,129.2559975,132.5635464,132.1402856,-1.688323975,0.031455871,0.049952716,,,-0.000578363,,,-0.007156754,,
131.7675781,218,68350.20313,2022/4/3 17:03,68350.2,132.1531987,132.161418,132.0851842,0.697509766,-0.055101399,-0.011492725,,,0.004535254,,,-0.00638679,,
131.1486664,219,68579.10156,2022/4/4 1:47,68579.1,134.1361833,132.3123869,132.0847972,-0.618911743,-0.000387065,-0.039841466,,,-0.010963474,,,-0.00645021,,
131.1671295,220,68720.60156,2022/4/4 14:16,68720.6,129.9216821,132.3123869,132.0303236,0.018463135,-0.054473516,0.07119124,,,-0.027413875,,,-0.010206715,,
132.2844391,221,68916,2022/4/5 0:47,68916,133.250817,132.0346452,132.0614324,1.11730957,0.031108718,-0.09030875,,,0.01971433,,,-0.016914528,,
131.3271179,222,69063,2022/4/5 13:07,69063,127.5469444,131.9577324,132.1257767,-0.957321167,0.064344311,0.011780471,,,-0.00299058,,,-0.025366757,,
130.9414215,223,69326.89844,2022/4/6 0:43,69326.9,138.4272423,131.8805246,131.9889205,-0.385696411,-0.136856132,-0.036436416,,,0.050634295,,,-0.01793695,,
131.4015808,224,69521.60156,2022/4/6 14:40,69521.6,129.7497428,131.8089168,131.9808581,0.460159302,-0.008062428,-0.07938306,,,-0.06520212,,,-0.010082871,,
131.9777679,225,69723.89844,2022/4/7 0:33,69723.9,134.3363095,131.9967184,131.9332469,0.576187134,-0.047611245,-0.02067542,,,0.015121445,,,-0.012435099,,
130.0621796,226,69834.29688,2022/4/7 13:37,69834.3,129.1518519,131.779257,131.8850226,-1.915588379,-0.048224304,-0.19478963,,,0.021683969,,,-0.015306925,,
133.4542694,227,69928.20313,2022/4/8 12:02,69928.2,129.702682,131.5385881,131.8667175,3.392089844,-0.018305034,-0.03354367,,,-0.001525559,,,-0.016294777,,
132.018219,228,70058,2022/4/8 17:43,70058,133.1444444,131.787302,131.8569555,-1.436050415,-0.009762065,0.05598417,,,-0.042993817,,,-0.015437536,,
132.5003204,229,70226,2022/4/9 0:16,70226,131.4804527,132.0649802,131.8869568,0.48210144,0.030001322,0.021134585,,,-0.015888056,,,-0.021038514,,
133.2488861,230,70502.39844,,,,,131.7912664,0.748565674,-0.095690409,0.13612048,,,-0.019765675,,,-0.023698034,,
131.7761078,231,70631.89844,2022/4/10 0:47,70631.9,128.4255319,131.6045681,131.7824832,-1.47277832,-0.008783141,-0.17224167,,,-0.07489801,,,-0.021908537,,
131.0846863,232,70847.5,,,,,131.7830734,-0.691421509,0.000590188,-0.05636761,,,-0.029028073,,,-0.01322517,,
132.0157013,233,71025,2022/4/10 23:23,71025,130.9356061,131.4666179,131.6713679,0.931015015,-0.111705526,-0.03565495,,,0.008645169,,,-0.009063376,,
130.3961182,234,71114.70313,,,,,131.6548162,-1.61958313,-0.016551717,-0.03778824,,,-0.116834804,,,-0.003762881,,
132.8459778,235,71275.10156,,,,,131.6940745,2.449859619,0.039258321,-0.09295061,,,-0.004712248,,,0.000764355,,
132.9397736,236,71402,2022/4/12 14:33,71402,131.4159722,131.300057,131.6940745,0.093795776,0,0.05573471,,,-0.00075141,,,0.003510371,,
129.9904327,237,71671.39844,,,,,131.7295863,-2.94934082,0.03551178,-0.023246987,,,-0.03608617,,,0.012650922,,
132.2784576,238,71851,2022/4/13 14:46,71851,131.9354745,131.3313953,131.8006063,2.288024902,0.071019999,0.046389133,,,-0.023290457,,,0.021469861,,
132.8296814,239,72095.20313,,,,,131.8145116,0.551223755,0.013905334,-0.007391579,,,0.027290568,,,0.035273015,,
130.7897339,240,72210,2022/4/14 12:01,72210,131.7927778,131.5322293,131.8145116,-2.03994751,0,-0.021921637,,,-0.017968187,,,0.022761181,,
130.4382935,241,72307.70313,2022/4/14 15:30,72307.7,126.5601852,131.4047711,131.8088821,-0.35144043,-0.005629529,-0.021950683,,,-0.01799382,,,-0.002926439,,
132.6746826,242,72497.79688,2022/4/15 0:50,72497.8,135.6527778,131.5620391,131.833756,2.23638916,0.024873931,-0.043910395,,,0.028815024,,,0.023991257,,
133.1911011,243,72684.60156,2022/4/15 15:23,72684.6,135.1614987,131.4332958,131.7769806,0.516418457,-0.056775429,0.016900375,,,0.054396953,,,0.040991917,,
131.9752808,244,72861.5,2022/4/15 23:50,72861.5,132.4131264,131.4310502,131.7520378,-1.215820313,-0.024942753,-0.044447184,,,-0.028466808,,,0.03225647,,
131.3839264,245,73002.20313,2022/4/16 13:50,73002.2,128.0059975,131.6430375,131.7622391,-0.59135437,0.010201237,-0.017635677,,,-0.024632331,,,0.035276517,,
131.3626556,246,73170.70313,2022/4/17 1:36,73170.7,128.9599116,131.814001,131.7346034,-0.021270752,-0.027635719,0.155771,,,-0.005104553,,,0.050619826,,
132.2200165,247,73343.5,2022/4/17 12:52,73343.5,131.625,131.8650575,131.766953,0.85736084,0.032349668,0.1748706,,,0.025789317,,,0.05686663,,
128.4164124,248,73408.79688,,,,,131.7904795,-3.803604126,0.023526439,0.12515774,,,0.032079,,,0.057304144,,
130.6521149,249,73561.5,2022/4/17 23:32,73561.5,128.6852981,132.1170959,131.8780696,2.235702515,0.087590185,0.09162499,,,0.040233042,,,0.04845725,,
132.3448792,250,73744.60156,2022/4/18 14:48,73744.6,131.5416667,131.9330426,131.913356,1.692764282,0.035286371,0.1327876,,,0.061002567,,,0.027519956,,
131.4295349,251,73912.60156,2022/4/18 23:13,73912.6,129.6562963,132.1030704,131.8735236,-0.915344238,-0.039832437,0.07384384,,,0.039931756,,,0.01077345,,
133.2473755,252,74132.29688,2022/4/19 15:20,74132.3,133.8183962,132.1030704,131.8735236,1.817840576,0,-0.00483798,,,-0.000653457,,,0.006250769,,
133.0720215,253,74308.39844,2022/4/20 0:30,74308.4,136.4710923,132.1879375,131.9625276,-0.175354004,0.08900399,-0.005786351,,,0.038386244,,,0.012927711,,
131.8187408,254,74511.29688,2022/4/20 14:56,74511.3,134.3689236,132.019864,131.9161484,-1.25328064,-0.046379195,0.04384154,,,0.10908679,,,0.019656226,,
133.3784332,255,74814,2022/4/21 13:08,74814,133.5108586,132.1659099,131.9591064,1.559692383,0.042958069,0.112009525,,,-0.052574776,,,0.009899318,,
130.8593597,256,74886.20313,2022/4/21 16:12,74886.2,128.8035714,132.1715811,131.9114564,-2.519073486,-0.047650041,-0.031628836,,,0.08190267,,,-0.001823022,,
131.597229,257,75066.5,2022/4/22 0:05,75066.5,130.3120915,131.9944681,131.8925487,0.737869263,-0.018907744,-0.072400905,,,-0.031639505,,,-0.005646362,,
130.5514832,258,75177.60156,,,,,131.9068583,-1.04574585,0.014309657,-0.0654792,,,0.026114993,,,-0.005985552,,
132.058075,259,75438.79688,2022/4/23 0:05,75438.8,136.0947712,131.9235319,131.8910396,1.506591797,-0.015818699,0.029470995,,,-0.016910922,,,-0.003373979,,
132.461319,260,75613.29688,2022/4/23 14:43,75613.3,132.1867284,132.2229419,132.0059388,0.403244019,0.114899208,-0.019268788,,,-0.004194947,,,-7.47E-05,,
132.7050934,261,75795.20313,2022/4/24 12:58,75795.2,132.9883013,132.4354795,132.0394603,0.243774414,0.033521455,0.101116315,,,0.05943001,,,0.039300397,,
134.5558167,262,76051.5,2022/4/24 22:06,76051.5,136.7324879,132.276166,132.12691,1.850723267,0.087449699,-0.024585212,,,-0.058223173,,,0.052515358,,
132.1790009,263,76082.70313,2022/4/24 23:55,76082.7,132.269765,132.4198007,132.1795812,-2.376815796,0.052671254,-0.012456636,,,0.090987064,,,0.040078014,,
131.1537781,264,76181,2022/4/25 6:16,76181,127.3630952,132.4322289,132.2093964,-1.025222778,0.029815129,0.11009541,,,0.0465613,,,0.038476795,,
132.7172546,265,76386.89844,2022/4/25 13:27,76386.9,135.6666667,132.4922306,132.2285267,1.563476563,0.019130312,0.027968004,,,0.032573555,,,0.04308574,,
132.5715485,266,76697.60156,2022/4/26 0:33,76697.6,134.3096154,132.5754978,132.2758168,-0.145706177,0.047290107,0.07466479,,,0.019170739,,,0.041653246,,
132.7651215,267,76905,2022/4/26 11:58,76905,132.8177083,132.4131813,132.2449417,0.193572998,-0.03087507,0.099775836,,,0.08240891,,,0.030274764,,
130.0844879,268,76989.70313,2022/4/26 15:46,76989.7,126.7677203,132.4038079,132.2416761,-2.680633545,-0.003265644,-0.09989583,,,-0.1330821,,,0.016114905,,
131.4282379,269,77176.60156,2022/4/26 23:28,77176.6,130.130291,132.1744896,132.2347328,1.34375,-0.006943275,0.089203775,,,-0.001736425,,,0.001516327,,
130.5772552,270,77333.60156,2022/4/27 9:12,77333.6,132.3190329,132.1213251,132.2061241,-0.850982666,-0.028608651,-0.030439818,,,-0.01994996,,,-0.003444365,,
132.126358,271,77434,2022/4/27 14:35,77434,130.8707265,132.1627254,132.2329549,1.549102783,0.026830739,-0.02733726,,,-0.044772644,,,-0.005236404,,
132.3218384,272,77633.70313,2022/4/28 0:33,77633.7,133.7358156,132.2303764,132.2178003,0.195480347,-0.015154608,-0.013464897,,,0.034611315,,,-0.003123281,,
132.8007813,273,77816.29688,,,,,132.2278514,0.478942871,0.010051087,-0.045787074,,,-0.03313154,,,-0.000546408,,
134.7160034,274,78023.5,2022/4/28 23:54,78023.5,135.7906566,132.0499838,132.2337057,1.915222168,0.005854359,-0.009391664,,,0.04534314,,,0.007343635,,
132.3347778,275,78239.39844,2022/4/29 13:39,78239.4,134.4858907,132.1105321,132.2441106,-2.381225586,0.010404898,0.030096084,,,0.007971961,,,0.0196511,,
132.3382568,276,78329.29688,,,,,132.2149511,0.003479004,-0.029159546,0.066726714,,,-0.0246912,,,0.04344748,,
130.8342133,277,78470.89844,2022/4/29 23:36,78470.9,127.4828472,131.9542575,132.2149511,-1.504043579,0,-0.10124441,,,-0.003655401,,,0.039859384,,
133.04422,278,78634.79688,2022/4/30 4:06,78634.8,132.7429337,131.8716863,132.127293,2.210006714,-0.087658042,0.15998206,,,-0.008367343,,,-0.002536217,,
132.8996582,279,78886.70313,2022/4/30 23:15,78886.7,133.1017113,132.2220583,132.1862614,-0.144561768,0.05896838,-0.046089,,,-0.007906674,,,0.000275865,,
133.7725067,280,79110,2022/5/1 12:19,79110,133.0641414,132.1665757,132.1796833,0.872848511,-0.006578117,0.06923926,,,0.018455315,,,-0.000263957,,
132.2075195,281,79345.10156,,,,,132.1742512,-1.564987183,-0.005432129,0.027546957,,,0.009617489,,,-0.00293575,,
132.150238,282,79439.70313,2022/5/2 2:29,79439.7,132.1788462,132.148243,132.1531487,-0.057281494,-0.021102511,0.06974131,,,0.058002062,,,-0.0068163,,
131.6173859,283,79542.79688,2022/5/2 16:05,79542.8,128.6359649,132.5504205,132.2581526,-0.532852173,0.105003902,0.11700457,,,0.021972902,,,-0.013243833,,
132.5487823,284,79732.29688,2022/5/3 6:01,79732.3,132.181746,132.4151206,132.1946264,0.931396484,-0.063526172,0.033110976,,,0.076310106,,,-0.020734651,,
131.6374512,285,79870,2022/5/3 12:16,79870,129.8385802,132.3003357,132.2556947,-0.911331177,0.061068305,-0.04190193,,,-0.015215046,,,-0.015766133,,
131.1577454,286,80059.79688,2022/5/3 16:36,80059.8,132.003367,132.524425,132.2890404,-0.479705811,0.033345716,0.07337566,,,-0.003519632,,,-0.014198261,,
130.618576,287,80150.5,2022/5/3 20:55,80150.5,130.2437739,132.4759694,132.2774784,-0.539169312,-0.011561953,0.099455625,,,0.0516665,,,-0.011864058,,
132.45224,288,80252.10156,2022/5/4 2:56,80252.1,133.3911658,132.6130366,132.3072052,1.83366394,0.029726752,-0.022888653,,,-0.019599292,,,-0.005249763,,
132.9150696,289,80569,2022/5/5 10:25,80569,134.9806763,132.580269,132.2337068,0.46282959,-0.07349843,0.06604853,,,0.036528178,,,-0.001904221,,
132.0921021,290,80662.89844,2022/5/5 14:55,80662.9,130.8908382,132.580269,132.3702927,-0.822967529,0.136585893,-0.05810569,,,-0.04216241,,,0.036256626,,
131.830307,291,80804.79688,2022/5/5 23:44,80804.8,128.7688889,132.5756385,132.3627319,-0.261795044,-0.00756073,0.13866417,,,0.09862331,,,0.112851515,,
131.9777832,292,81040.89844,2022/5/6 14:57,81040.9,134.9011438,132.8801703,132.4676041,0.147476196,0.104872131,0.00907886,,,0.039152138,,,0.06635758,,
132.8638611,293,81269.10156,2022/5/6 23:10,81269.1,136.4727669,132.9071773,132.4485113,0.886077881,-0.019092814,-0.014271603,,,0.08620495,,,0.068289965,,
132.5264893,294,81428.89844,2022/5/7 12:27,81428.9,134.2241186,132.899396,132.5672084,-0.337371826,0.118697103,-0.022567386,,,0.033702254,,,0.05872211,,
132.4140167,295,81713.20313,2022/5/8 11:46,81713.2,134.5024306,132.8925316,132.5433238,-0.112472534,-0.023884583,0.13658175,,,0.011819024,,,0.039517283,,
133.0245972,296,81953.5,2022/5/8 23:04,81953.5,136.8221581,133.1350347,132.5627065,0.610580444,0.019382731,-0.15006949,,,-0.028873893,,,-0.000372612,,
131.1977081,297,82103,2022/5/9 9:32,82103,131.3874521,133.3237841,132.5242269,-1.826889038,-0.038479614,0.12867299,,,0.05906792,,,-0.010373358,,
130.6464233,298,82175.10156,2022/5/9 15:41,82175.1,127.775463,133.3237841,132.5242269,-0.55128479,0,0.073271796,,,-0.041400053,,,-0.016888961,,
132.3482361,299,82318,2022/5/9 23:09,82318,129.3346253,133.371369,132.6059087,1.701812744,0.081681824,-0.07582999,,,-0.006224509,,,-0.009968706,,
133.0933838,300,82493.20313,2022/5/10 12:32,82493.2,136.6970486,133.4036252,132.5888952,0.745147705,-0.017013468,0.09077257,,,0.048963625,,,-0.009693591,,
131.9865417,301,82635.70313,,,,,132.6250034,-1.106842041,0.036108202,-0.010125293,,,-0.032662753,,,-0.009013278,,
133.169281,302,82750.89844,2022/5/11 0:18,82750.9,136.0397173,133.5555845,132.6918844,1.182739258,0.066880913,0.035874903,,,0.00441749,,,-0.008898253,,
133.078125,303,82921.29688,2022/5/11 12:45,82921.3,134.9386973,133.5627331,132.700148,-0.091156006,0.008263599,0.04898572,,,0.042532027,,,-0.008995493,,
136.3312836,304,83106.39844,,,,,132.6212677,3.253158569,-0.078880257,0.001862735,,,0.037621904,,,-0.010223446,,
132.1079559,305,83182,2022/5/12 0:15,83182,134.3654971,133.6455106,132.6395148,-4.223327637,0.018247091,-0.063729525,,,-0.069783844,,,-0.012781487,,
134.3231049,306,83358.89844,,,,,132.605068,2.215148926,-0.034446839,0.023645312,,,0.08955169,,,-0.01702102,,
131.9955292,307,83528.79688,2022/5/12 17:01,83528.8,135.4006757,133.3438889,132.5377202,-2.327575684,-0.067347734,-0.021973146,,,0.019684002,,,-0.020864325,,
132.4714355,308,83690.39844,2022/5/13 0:03,83690.4,133.4451165,133.2761822,132.5563848,0.475906372,0.018664567,-0.058801886,,,-0.08869744,,,-0.025553863,,
136.4605713,309,83863.79688,,,,,132.5584529,3.989135742,0.002068075,0.007071942,,,0.018875204,,,-0.020782035,,
133.0559692,310,84082.29688,,,,,132.5128445,-3.404602051,-0.045608406,-0.001482576,,,0.013098657,,,-0.017900787,,
133.7291107,311,84266.89844,2022/5/14 15:53,84266.9,135.5124008,132.6515131,132.4611502,0.673141479,-0.051694285,-0.026434617,,,-0.02447223,,,-0.025249828,,
131.2101288,312,84450.39844,2022/5/14 23:27,84450.4,135.6215541,132.5894987,132.4554379,-2.518981934,-0.005712307,-0.026973384,,,0.06278431,,,-0.026083674,,
130.4629974,313,84501.89844,2022/5/15 6:04,84501.9,133.3547009,132.4131379,132.4376516,-0.747131348,-0.017786228,-0.01825881,,,-0.10347103,,,-0.03228894,,
134.9992371,314,84700.10156,,,,,132.5780492,4.536239624,0.140397564,-0.012622821,,,0.00726248,,,-0.040069625,,
132.2283936,315,84883.79688,2022/5/15 22:53,84883.8,135.9008838,132.9391867,132.4477268,-2.770843506,-0.130322364,0.13041149,,,-0.00347547,,,-0.042191256,,
131.4875488,316,84911,2022/5/16 0:55,84911,128.1154684,132.9391867,132.4477268,-0.740844727,0,-0.12319138,,,-0.099993475,,,-0.054994013,,
132.2770996,317,85124.5,2022/5/16 9:57,85124.5,132.4905395,132.5938697,132.3560529,0.789550781,-0.091673959,0.04915771,,,-0.036115974,,,-0.057573702,,
131.1034698,318,85438.39844,2022/5/16 18:52,85438.4,134.4657407,132.2305597,132.2844076,-1.173629761,-0.07164526,-0.09131056,,,-0.1238633,,,-0.058291823,,
132.14534,319,85570,2022/5/16 23:44,85570,133.309655,132.276163,132.2522939,1.041870117,-0.032113711,-0.04602796,,,-0.07697788,,,-0.058480795,,
131.5926514,320,85729.89844,,,,,132.1253697,-0.552688599,-0.126924248,-0.100803055,,,-0.01815089,,,-0.058865085,,
131.8437653,321,85855.29688,2022/5/17 16:23,85855.3,127.2872685,132.4309071,132.1194361,0.251113892,-0.005933566,-0.06282079,,,-0.09463683,,,-0.05976681,,
130.5172882,322,86018,2022/5/17 22:47,86018,127.8882114,132.4309071,132.0505714,-1.326477051,-0.068864649,0.001814216,,,-0.06804431,,,-0.05703434,,
132.9259033,323,86217.39844,2022/5/18 14:46,86217.4,130.9774691,132.2551255,132.0409255,2.408615112,-0.009645939,-0.051064257,,,-0.047911674,,,-0.054060195,,
132.6463623,324,86436.89844,2022/5/18 23:43,86436.9,134.6510417,132.1321415,131.8930039,-0.279541016,-0.147921562,-0.028594008,,,0.014432002,,,-0.05165083,,
131.0247192,325,86572.5,2022/5/19 11:38,86572.5,128.6980676,132.2197194,131.8564971,-1.621643066,-0.036506841,-0.112748735,,,-0.09453963,,,-0.049593832,,
131.9039459,326,86627.79688,2022/5/19 13:56,86627.8,129.1568627,132.2197194,131.8190136,0.879226685,-0.037483504,0.025977865,,,-0.106392786,,,-0.047522593,,
131.3686981,327,86675.10156,,,,,131.8190136,-0.535247803,0,-0.006655813,,,-0.044167258,,,-0.04477851,,
132.272644,328,86848.29688,2022/5/19 23:01,86848.3,131.101153,131.9800005,131.7492754,0.903945923,-0.069738157,-0.009927839,,,-0.018123845,,,-0.03851308,,
133.7588043,329,87094.89844,2022/5/20 14:15,87094.9,135.6311111,131.8008486,131.8927507,1.486160278,0.143475301,0.021217167,,,-0.021296049,,,-0.030193737,,
128.3082428,330,87298.29688,2022/5/20 23:27,87298.3,132.5524123,131.8162331,131.7213292,-5.450561523,-0.171421528,0.09441039,,,0.1037587,,,-0.02271641,,
131.664032,331,87490,2022/5/21 12:46,87490,133.9041005,131.738455,131.7266486,3.355789185,0.005319426,0.003980428,,,-0.17661197,,,-0.016400969,,
130.943512,332,87490,2022/5/21 13:07,87490,127.4445286,131.738455,131.7266486,-0.72052002,0,0.01238063,,,0.006078187,,,-0.012027137,,
132.3985901,333,87756.60156,2022/5/22 8:38,87756.6,138.3970798,131.7881248,131.7258525,1.455078125,-0.000796149,-0.027301496,,,0.042321093,,,-0.008501142,,
132.1030273,334,87790.89844,2022/5/22 11:07,87790.9,128.1445106,131.7881248,131.7258525,-0.295562744,0,-0.016098559,,,0.010057118,,,-0.005334181,,
131.439682,335,87850.10156,2022/5/22 14:51,87850.1,127.9479424,131.7881248,131.7258525,-0.663345337,0,-0.04720661,,,0.00590238,,,0.017542884,,
131.2246552,336,88056.10156,2022/5/22 21:58,88056.1,133.4162458,131.6811828,131.6884952,-0.215026855,-0.03735733,-0.0510835,,,0.007932313,,,-0.006782519,,
131.8215637,337,88241.10156,2022/5/23 10:50,88241.1,136.5059641,131.620869,131.6764618,0.596908569,-0.012033367,-0.014107281,,,-0.056058355,,,-0.012440076,,
132.2333679,338,88346.20313,2022/5/23 13:13,88346.2,134.313786,131.7831811,131.6593885,0.411804199,-0.01707325,0.099307165,,,0.006540425,,,-0.013819592,,
131.724823,339,88569.5,2022/5/23 23:08,88569.5,134.1340643,131.9263091,131.6595321,-0.508544922,0.000143574,-0.054596998,,,-0.039545108,,,-0.008791742,,
132.4334717,340,88712.10156,2022/5/24 10:51,88712.1,129.965625,131.9050089,131.6660209,0.708648682,0.006488754,-0.006600673,,,-0.016075494,,,-0.005498306,,
131.7270813,341,88825.10156,2022/5/24 15:26,88825.1,128.8115741,131.9381354,131.5740209,-0.706390381,-0.092000008,-0.04897435,,,0.00337141,,,-0.003276226,,
